id,employee_id,Nome Dependentes,Possui Dependente?,CPF Dependente,Parentesco Dependente,Dt. Nascimento Dependentes,Criado_em,Upload_em
bc9d8336-fa0e-45c6-8825-e7f2f1b686be,ec085b6c-7741-44b6-ab74-b4eda3d5a0f9,Sr. Samuel Aragão,True,27189517352.0,Filho(a) menos de 21 anos,2004-06-12,01-30-2023,01-30-2023
dc9a431f-f17d-4ca1-b385-404d21fc8650,422814e0-dbf5-4d74-83bf-a71857493399,Kaique da Cruz,True,48707528845.0,Casado(a),2019-10-31,01-30-2023,01-30-2023
4fc6b40b-5414-48a5-aacc-9b57451af768,9cfa11ae-777a-4037-a508-2da1d17db602,André Gomes,True,70820277391.0,Casado(a),2011-08-05,01-30-2023,01-30-2023
ae70cef4-22e9-4f41-814e-284c0ec17f60,dbed4a1e-91c3-4ac4-8358-4ffb06d16205,Pedro Lucas Rocha,True,12927661110.0,Filho(a) menos de 21 anos,2002-11-10,01-30-2023,01-30-2023
3adb3c31-f777-432a-8741-982042a68a6d,4e544fc7-3e2b-45c9-9da9-1607fdcc8f5a,Igor Barbosa,True,97980050770.0,Filho(a) menos de 21 anos,1998-08-14,01-30-2023,01-30-2023
37124f81-2eb3-447f-bf2e-7e2f35df5c55,243df33d-8acd-408b-a2b5-52cd3367784a,Julia Costela,True,65516593732.0,Casado(a),1975-11-23,01-30-2023,01-30-2023
9eb08c20-3c1d-440b-9309-bee0c2a1440d,da40e9e0-2c41-4794-9515-1d3305bc930d,Fernanda da Conceição,True,93529525099.0,Casado(a),1983-07-07,01-30-2023,01-30-2023
0a9eb2c3-e9cf-4ee4-a1cb-39864f53ee0f,d32d3f70-a0f8-466f-b722-b2a4f5901f4f,Thomas da Costa,True,96496339836.0,Filho(a) mais de 21 anos,1992-03-08,01-30-2023,01-30-2023
ba2b85c4-c309-408d-b47e-a50e7c00f9cc,abd58c6c-2de1-4360-a2c5-3c40893ec1bd,Samuel Rocha,True,57262823210.0,Filho(a) menos de 21 anos,2015-06-05,01-30-2023,01-30-2023
73595111-b6d2-4c22-97b8-f315ff191e02,acb97988-4b69-431d-845d-2a8d6c5fd971,Caio Cardoso,True,98769484238.0,Filho(a) menos de 21 anos,2022-07-14,01-30-2023,01-30-2023
925a7919-e9b4-46bd-bc31-326f992004d6,64fcb4ea-8f62-4f86-b915-918c2f63cd0d,Paulo Pinto,True,80938710214.0,Casado(a),1985-03-24,01-30-2023,01-30-2023
301fc718-b38d-492e-a155-e40331962407,a7a4dd75-3291-42cf-9cd8-f2596b71e346,Mariana da Mata,True,68250840403.0,Filho(a) menos de 21 anos,2002-01-13,01-30-2023,01-30-2023
62a60387-2f32-4a4f-a658-9e53a8e55e00,3c35393c-9a82-4dee-a129-c0bc95050517,Matheus Rezende,True,46620327950.0,Filho(a) menos de 21 anos,2007-06-03,01-30-2023,01-30-2023
8d91e665-4e2b-42d9-bc6d-0a6c91fc09f8,10c97565-6fb7-4ab7-b68a-dd0c84ff9713,Luigi Araújo,True,16137358044.0,Filho(a) mais de 21 anos,1991-12-04,01-30-2023,01-30-2023
acf0ca58-b0f2-4a5e-b90d-10cdfcc02cf2,49a652bf-e950-4cee-8cee-7b166b16d178,Melissa Campos,True,46406869480.0,Casado(a),2015-01-12,01-30-2023,01-30-2023
4c903307-0d5a-4481-8435-e00c6c79cadc,8438189b-5c81-4c02-a0d7-99302e4a29ec,Ana Júlia da Rocha,True,80350396980.0,Casado(a),1991-05-26,01-30-2023,01-30-2023
fed9535e-3474-4454-8c9b-7004dc641684,75cad5ae-05a8-4f79-a698-cb590dcb1476,Noah da Mata,True,10586147026.0,Filho(a) mais de 21 anos,1999-01-15,01-30-2023,01-30-2023
b709e08f-503b-4d1b-b5b1-c4e6fab9da29,e53c47d9-e052-483c-9f76-ba1438648fa4,Alice Sales,True,92238911697.0,Casado(a),2004-06-15,01-30-2023,01-30-2023
0018d6be-b43c-4c3e-a89f-e15a9c7d816c,778e0a41-fe9c-411c-8439-7c46a09ef358,Ana Beatriz da Rocha,True,16325504673.0,Filho(a) mais de 21 anos,2003-06-24,01-30-2023,01-30-2023
db0a3974-3747-42ff-971c-c696b5c3a76a,735b8650-02fd-459c-8f96-31acd5e84909,Srta. Larissa Barros,True,90899896220.0,Filho(a) menos de 21 anos,1985-04-04,01-30-2023,01-30-2023
2ac90f1b-5278-4635-bbbf-5a1decb18d92,5cb81843-4ea2-4d53-bcc5-5b2317952cd6,Cauã Nascimento,True,55799451832.0,Filho(a) menos de 21 anos,2003-07-10,01-30-2023,01-30-2023
982065f5-4d3c-4381-a8d9-c19ccbfebd3c,418f6e7a-d4f1-452d-960e-dc0b3c6b4738,Dra. Sophie Viana,True,61478046256.0,Filho(a) mais de 21 anos,2020-12-13,01-30-2023,01-30-2023
a9640132-072d-4013-bb76-a245bc3b15ac,e92f36d8-9977-48d6-94f5-7d486e8432c0,Luiz Gustavo Azevedo,True,37035524671.0,Filho(a) menos de 21 anos,1998-05-06,01-30-2023,01-30-2023
888ef918-af6d-47c2-9a5e-04d9801048ff,56a88bf0-4398-4fd3-b89d-31f0e2d19622,Matheus Pires,True,70574232975.0,Filho(a) mais de 21 anos,1999-11-14,01-30-2023,01-30-2023
b1c12a60-95f6-439a-accf-0a74c8617696,d4c101ab-b377-4659-99cb-cf4669f8f198,Bruno da Cruz,True,57871983481.0,Filho(a) mais de 21 anos,1972-05-12,01-30-2023,01-30-2023
5341ef19-4356-4dd2-8b69-348293105e15,9a2ee372-a3db-4a6d-a36d-504d87a09745,Maria Julia Novaes,True,22468315606.0,Casado(a),1989-10-07,01-30-2023,01-30-2023
bc777a71-8e15-4369-a185-4119abd33fbd,b15c2842-d39b-4ab3-99ca-bc64b812ccb7,Benjamin Moreira,True,14424189666.0,Filho(a) mais de 21 anos,2011-11-14,01-30-2023,01-30-2023
fadb83b3-55e0-4f48-9b51-1d2ed8f077c9,a8be83ba-262c-4831-b7b5-26ec4543ec3b,Valentina Pinto,True,51432047154.0,Casado(a),1988-01-16,01-30-2023,01-30-2023
fe648f4e-0a5d-41a9-a33d-31539ae19767,1273647e-54d8-43a9-8d89-bbd5d7155fee,Dr. Diogo Vieira,True,60490471713.0,Filho(a) mais de 21 anos,1993-05-02,01-30-2023,01-30-2023
327e35de-bc75-432f-b050-2c1c6e6c66e1,d2e77344-bc5d-41d7-9e23-78c0d9cab22e,Ian Cunha,True,80738760008.0,Casado(a),2021-09-08,01-30-2023,01-30-2023
f192989a-ea3c-4631-81d3-b07806dba310,c04d6bd8-529b-4dac-80d9-b4aa3f3dc4bc,João Gabriel Nunes,True,79390731397.0,Filho(a) mais de 21 anos,2007-12-05,01-30-2023,01-30-2023
b264b60a-c568-4cf5-acda-014ea63b269c,0348e53a-2917-4661-a3c7-966d28e81fee,Dr. Francisco Nunes,True,36588439140.0,Filho(a) mais de 21 anos,1973-03-16,01-30-2023,01-30-2023
4faa9972-1f90-4c52-9eaa-787d323f787e,78a1b4bb-8ddb-40db-8c21-a5c89ccacb1c,Srta. Julia da Rosa,True,87695053905.0,Filho(a) mais de 21 anos,2020-12-13,01-30-2023,01-30-2023
377f22ef-51e2-4c67-9ec2-484bf7fe5b1a,3b641f87-003d-4d1b-8042-145df6f53715,Pedro Lucas Rocha,True,78028604155.0,Filho(a) mais de 21 anos,1976-12-21,01-30-2023,01-30-2023
558ffd75-0c82-41da-8210-6566655b4129,3b641f87-003d-4d1b-8042-145df6f53715,Maria Cecília Freitas,True,63503536286.0,Casado(a),1980-01-02,01-30-2023,01-30-2023
4cda16f5-e83f-41b8-bba1-c256fc92b634,64f4dd9f-d66f-4bac-9197-35c299eb884e,Ana Vitória da Costa,True,58622925896.0,Filho(a) mais de 21 anos,1971-02-24,01-30-2023,01-30-2023
131d05e4-1d91-4151-8529-571cb0522e51,60fef6e2-adf5-49ea-8086-e25a95febe62,Caio Cardoso,True,42327447962.0,Filho(a) menos de 21 anos,2014-08-25,01-30-2023,01-30-2023
3a90b82b-35ac-474e-9392-1ebced5263fb,4a460ceb-c389-4abe-921d-7e73880b9e63,Eduardo Jesus,True,11255621026.0,Filho(a) menos de 21 anos,1985-12-03,01-30-2023,01-30-2023
d0d4dbfa-f15b-413e-b4de-1f2b97693232,330e959c-c1a1-4ee9-8d14-0194e6c5739b,Sabrina Vieira,True,57721781632.0,Filho(a) menos de 21 anos,1996-08-31,01-30-2023,01-30-2023
614ef129-8010-4e36-869c-9e3043124cc9,866e8e43-ba8e-4e99-aaea-be419370f3c5,Caroline Costela,True,45054301171.0,Filho(a) mais de 21 anos,2021-04-02,01-30-2023,01-30-2023
201effcb-56c9-4f70-a0d1-c6315871173a,b3d004ee-f358-4c76-b296-a62678a4b27c,Antônio Silveira,True,16559525396.0,Casado(a),2002-11-15,01-30-2023,01-30-2023
407c2f6e-6fbb-4381-9e0c-a758589f55e4,f80e251f-7d43-4576-977b-d8ee0c7df90c,João Cavalcanti,True,92934972442.0,Casado(a),1981-01-21,01-30-2023,01-30-2023
8a03d207-0382-4b31-9f53-1f25de658496,43918026-1d53-45a2-9281-1545ad900867,Raquel Ramos,True,60559809226.0,Casado(a),2007-06-03,01-30-2023,01-30-2023
a3859301-db06-4e2d-bb4d-8d650d0634a7,874f6484-8024-476e-b982-17b8d759a32d,Leonardo Rezende,True,51448141099.0,Filho(a) menos de 21 anos,2022-05-15,01-30-2023,01-30-2023
89619696-2f5b-4795-be57-569332afd634,6208a5cd-63d9-4522-b4ba-25ba7c64e219,Dra. Heloísa Santos,True,16388919164.0,Casado(a),2010-05-15,01-30-2023,01-30-2023
4cb2bc25-09cd-468c-a15e-3bc3f7fbd83d,10cb47a1-83b1-4058-84e4-241a96b1c976,Maria Fernanda Rocha,True,25649391819.0,Filho(a) menos de 21 anos,1984-08-06,01-30-2023,01-30-2023
c364d73a-af6f-4e87-abc4-db8c88564e8e,da7f40e5-bc7d-4fc3-adbb-b74544cf8395,Vinicius Lopes,True,21564948197.0,Casado(a),1999-11-14,01-30-2023,01-30-2023
82720873-4544-4c70-a027-ca087894371e,9793691e-aecb-4a37-a402-b78665a0e5ce,Evelyn Jesus,True,25945660885.0,Filho(a) mais de 21 anos,1975-10-12,01-30-2023,01-30-2023
3600a317-594c-4e23-a749-14a5a0657ef2,82a8c098-2446-4fba-b205-b6609b673e4a,Laura Dias,True,93027267703.0,Casado(a),1999-03-06,01-30-2023,01-30-2023
01ca4df0-0b5c-47ad-906a-27afda798251,161b0870-900c-4e7d-b24d-83541ea1604c,Fernando Sales,True,20573730919.0,Filho(a) mais de 21 anos,2011-03-08,01-30-2023,01-30-2023
4cc9a675-3d80-45ac-80ca-0848fe8e51d5,1c5548ac-1739-4e3d-871e-bc561888d08d,Anthony Souza,True,46551347793.0,Filho(a) menos de 21 anos,1975-11-18,01-30-2023,01-30-2023
d12a1602-3ed3-457b-b7ad-7267d3ad175f,f9a61016-9ae9-42d1-abce-de026a55f831,Letícia Rodrigues,True,51426785977.0,Casado(a),1987-04-03,01-30-2023,01-30-2023
a2c34c81-4a47-4658-ad96-eb559b8ab74d,6fd188bc-deba-475e-b56d-38aff631a425,Emanuella Souza,True,18515025314.0,Casado(a),1981-01-21,01-30-2023,01-30-2023
ac5ec50c-dba4-4c90-90f2-5d17da0696e3,3ee83eab-7d8e-4d5e-9f24-c0b3ce606216,Sr. Samuel Aragão,True,25930913910.0,Filho(a) menos de 21 anos,1977-03-30,01-30-2023,01-30-2023
ec820e3d-3302-48a2-937f-9ee69b25be66,aac331b4-7bd7-45e7-b3de-47f8e789adef,Laura da Luz,True,90266779151.0,Filho(a) menos de 21 anos,2006-01-19,01-30-2023,01-30-2023
fc56bb0d-ac9b-4cbf-b373-1ab6299e8f7a,163fcf39-9d8f-489c-a40d-26064d6b814f,Sr. Leonardo Barros,True,17977298767.0,Filho(a) mais de 21 anos,1999-02-01,01-30-2023,01-30-2023
a5628be1-198a-4526-978a-fc0be1d50e0e,40c25f29-0357-4c27-8a69-f84509074d0c,Vitória Rodrigues,True,28843111759.0,Filho(a) menos de 21 anos,1985-08-05,01-30-2023,01-30-2023
f8cb0b41-c8f3-41f0-85f8-4ca1ecc2e3f2,b17b9f87-3a53-41ac-9902-4d9de889b364,Nicole Moura,True,65663384615.0,Filho(a) menos de 21 anos,2003-08-12,01-30-2023,01-30-2023
e195b62c-ae29-4c74-9ce0-e5c408d59ac1,17fff5d1-cb9b-417c-b070-b87584a2a213,Sr. Samuel Aragão,True,87042255666.0,Filho(a) mais de 21 anos,2008-02-28,01-30-2023,01-30-2023
8825d772-147a-41e4-90fb-14a3d9094db7,52ddcb68-59ed-4227-b214-7b1d8c501247,Isabelly Lima,True,53382799918.0,Filho(a) menos de 21 anos,1973-03-16,01-30-2023,01-30-2023
e9135e2e-a53c-4174-bbec-824764be41a9,7adf0656-0c6f-4def-8ee4-a8ae2f54d359,Carolina Sales,True,60342699861.0,Filho(a) mais de 21 anos,1980-12-28,01-30-2023,01-30-2023
2480df6c-bf44-4cd7-9b8d-a4db5e7d1591,eb32a865-d8b4-465c-bfa1-0ea371b55a09,Vitor Viana,True,90542026945.0,Filho(a) mais de 21 anos,2001-02-05,01-30-2023,01-30-2023
05843ca0-8962-4e45-8e9c-5dfff3fb5f21,33a1d174-0a21-4881-87b0-aff9eda6d994,Maria Sophia da Mota,True,76959103149.0,Filho(a) mais de 21 anos,2016-02-24,01-30-2023,01-30-2023
76cc5df0-f42c-4e52-94e9-cd441c5d0b5b,13fca4b4-97ae-4192-ac2a-88bd388c2b80,Sr. Raul Ribeiro,True,96602373459.0,Filho(a) mais de 21 anos,1999-03-31,01-30-2023,01-30-2023
c25f3fa9-a09d-4c20-a849-b7000ac4ed59,49b895fa-b001-4be4-9262-67bfec0f5528,Ana Costela,True,39640413406.0,Filho(a) mais de 21 anos,1997-08-26,01-30-2023,01-30-2023
19cef019-b494-40d9-9674-5342e670a1c0,affdd757-97d9-41ad-b4d8-e816c5e77c3f,Luiza da Conceição,True,86995446808.0,Casado(a),2007-02-27,01-30-2023,01-30-2023
cf959a2b-6034-460d-ae54-1de277d12ec7,b6704002-c648-4c96-813c-4ef4a7515e51,Manuela Silva,True,34550527951.0,Filho(a) mais de 21 anos,1989-03-22,01-30-2023,01-30-2023
51f3b786-d0c0-4450-a7a1-97a629f65cbc,36f4a203-e597-41a2-8975-aba5e2a6f9bd,Ian Duarte,True,99998053745.0,Casado(a),2011-01-08,01-30-2023,01-30-2023
e12a9acf-6342-44a1-8a6a-51db7b0e8c22,cad35c4f-b72c-4438-92f1-8acb71adf139,Thiago Teixeira,True,38015192131.0,Filho(a) mais de 21 anos,1981-05-27,01-30-2023,01-30-2023
800bfe5f-5f10-4bdf-9e3b-50557cb0f646,cad35c4f-b72c-4438-92f1-8acb71adf139,,False,,,,01-30-2023,01-30-2023
d9c4c32d-e1e9-40f0-8990-26bd2c3fcd92,55d6e735-5a34-4685-9625-da78672e0dbe,Sra. Isadora Lopes,True,16137358044.0,Filho(a) mais de 21 anos,2013-06-05,01-30-2023,01-30-2023
c475fece-92b7-4acc-a6e7-2dd41508e4fb,a44702b2-8350-4c2f-95f1-001df6bb201d,Bianca Rocha,True,52005791533.0,Casado(a),1993-03-28,01-30-2023,01-30-2023
868aa727-299a-4ed1-99ee-3c786f0e61ec,7b1f0728-996d-444c-8a69-358bd0730ae0,Alice Sales,True,99842150309.0,Filho(a) menos de 21 anos,1998-04-25,01-30-2023,01-30-2023
3defadd3-796a-4209-abca-bbf3bb40fdbf,3250823b-1a43-48d1-8c32-cc354c419f57,Isis Rodrigues,True,90947287627.0,Filho(a) mais de 21 anos,2009-07-24,01-30-2023,01-30-2023
e8a6612b-401d-416e-a799-b67664677164,06951335-c378-4b09-a2a3-854c678b78b4,Vitor Lima,True,75401863362.0,Casado(a),1970-10-05,01-30-2023,01-30-2023
0cc75eb5-4092-4cc5-b62c-408f5b4877cc,5364e384-594e-4921-94e9-1371ea92d986,Clarice Monteiro,True,37305782320.0,Filho(a) menos de 21 anos,1993-09-08,01-30-2023,01-30-2023
024cbff5-148e-49bd-9ecc-2feed7fb174d,9a64799a-df44-4b62-b9bd-ef735831f6ef,Vinicius Porto,True,54473968810.0,Casado(a),1993-03-25,01-30-2023,01-30-2023
a7451d64-f9ec-4bc9-a942-ac287290a22a,42ce2b48-c65a-4047-86bb-b9cea6d55d1a,Sra. Clara Farias,True,35812420637.0,Filho(a) mais de 21 anos,1975-02-27,01-30-2023,01-30-2023
e5bbadbf-5d54-44ad-a44a-458ee1f495af,faab1b82-5089-458c-8309-fd4c75c9b171,Carolina Lopes,True,93554732570.0,Filho(a) menos de 21 anos,1976-10-03,01-30-2023,01-30-2023
672cb165-6fa0-4c0b-a965-ee9bd0009051,526645b8-b685-4a09-8d82-5928a3edeb61,Maria Luiza Ferreira,True,93529525099.0,Casado(a),1978-05-14,01-30-2023,01-30-2023
e41c2c65-c24b-413d-9040-7976f318151a,b4bd9708-c13f-4b5e-af98-6a1b465ce14d,Paulo Gomes,True,92388549041.0,Casado(a),2006-10-24,01-30-2023,01-30-2023
b2d6a902-5deb-4fbd-a12d-3e18bd2c6701,041e27c1-9148-40b2-af3c-8a3dca45d34c,Sr. Samuel Aragão,True,20095238844.0,Filho(a) mais de 21 anos,2013-02-21,01-30-2023,01-30-2023
590650bb-d93c-435f-a5df-6515e49f3736,828f06b5-6d30-4af2-8b83-ef7b5ae8afd3,Benício Melo,True,44984270593.0,Casado(a),2013-05-03,01-30-2023,01-30-2023
cad9d785-6ad0-4c93-ba8a-32d6f6910308,6076f8b9-dfd4-4e3a-95c1-ad0cc014ec1c,Gabrielly da Cruz,True,92569442645.0,Filho(a) mais de 21 anos,1998-01-04,01-30-2023,01-30-2023
999a0efd-c177-49fb-bcb3-d515d395c522,a3700dc5-4f13-45dd-a70e-ae4914136a27,Gabriel da Mata,True,11255621026.0,Filho(a) mais de 21 anos,1984-01-29,01-30-2023,01-30-2023
a0c4fc75-1dc2-409c-9889-fc40df9d13cf,f274cf62-1400-4c9c-878d-01c6c467a608,Leandro Santos,True,75475389513.0,Filho(a) menos de 21 anos,1973-12-21,01-30-2023,01-30-2023
a62edff8-0e8d-4023-aa6a-5d46f6018eb2,37ca9bcd-1e01-4977-96e8-682a80741375,Mariana Lopes,True,90899896220.0,Casado(a),1993-09-08,01-30-2023,01-30-2023
3746674b-d890-456b-88c8-197ffb806c58,35b993f2-d89d-4d3a-a6a6-44764c8c6d89,João Felipe Farias,True,95638703746.0,Filho(a) mais de 21 anos,2014-06-27,01-30-2023,01-30-2023
e8ded2fe-06a6-4e24-8a40-cb24f17d49d6,2a059377-896e-4114-8399-36e643b59400,Lívia Gomes,True,92151952156.0,Casado(a),1975-03-13,01-30-2023,01-30-2023
6b7e698e-99d9-4543-bd56-af068883c992,2a059377-896e-4114-8399-36e643b59400,João Rezende,True,14751789625.0,Casado(a),1972-06-02,01-30-2023,01-30-2023
6b91b86b-d881-41d6-8cdf-dc743e5f752a,2a059377-896e-4114-8399-36e643b59400,,False,,,,01-30-2023,01-30-2023
e0a9f500-c413-4442-b1a3-c67e5c6139d3,f1bd211d-602a-4945-bb80-1c34e95f5f96,Júlia Pires,True,55628010001.0,Filho(a) menos de 21 anos,1990-09-02,01-30-2023,01-30-2023
f1a2c54c-29f5-4e8e-910b-9c98365673e8,29121f90-af8e-4af2-ab1a-22c04651b281,Sra. Eduarda Mendes,True,17856328149.0,Filho(a) menos de 21 anos,1994-06-11,01-30-2023,01-30-2023
af990cbb-5604-4891-8094-968b6886f6cc,453b5852-444e-4983-b4fb-346e0582d4b1,Amanda Costa,True,76169288365.0,Casado(a),1985-10-15,01-30-2023,01-30-2023
3aaf5200-0549-450a-a31a-e905bae5c3e7,8b5268d1-f8a2-4932-8ef3-46d3c02e41d4,Luiz Gustavo Silveira,True,48429354401.0,Filho(a) mais de 21 anos,1987-11-09,01-30-2023,01-30-2023
17da613a-cb32-43ad-8d59-452d86107548,0132a06a-5e1f-4587-be8f-d03f505c154f,Maria Fernanda Campos,True,70450434309.0,Casado(a),2007-12-14,01-30-2023,01-30-2023
8a1bacdc-519b-4d2e-961b-7706f1f7e114,67efa5d5-1461-49a4-8875-2e2b7da46450,Maria Pereira,True,11593377861.0,Filho(a) menos de 21 anos,2019-11-20,01-30-2023,01-30-2023
094a742a-4639-4d53-9bdd-61e0f45f6c84,dae809cd-159a-410b-b564-de92fa22f027,Helena da Cunha,True,94572462863.0,Filho(a) mais de 21 anos,1980-05-20,01-30-2023,01-30-2023
c7e52837-c99d-44d3-ac1c-12202c28ab2c,327386e8-b91f-44ea-815f-5f3d10ff3298,Carolina Freitas,True,93027267703.0,Filho(a) mais de 21 anos,1975-08-06,01-30-2023,01-30-2023
132fc2cb-839c-4001-8285-6ec86efba213,7f215a29-e0d0-4656-ad23-543d3174dd3c,Dra. Milena Fernandes,True,40969629707.0,Filho(a) mais de 21 anos,2021-06-03,01-30-2023,01-30-2023
8983402e-38e9-48ab-b195-d674dc2ee87e,f4a2a496-08a1-4743-9582-f98da8c60d06,Dra. Kamilly da Cunha,True,64843478131.0,Filho(a) mais de 21 anos,1994-11-10,01-30-2023,01-30-2023
ce359b89-d9cb-4788-94ba-8ca2dd974e91,0cfc4498-fcd2-4377-8f8d-7d8617a4b74e,Marcela Teixeira,True,46311708411.0,Filho(a) menos de 21 anos,2020-11-23,01-30-2023,01-30-2023
47484997-db7e-4bb9-8917-aaef0b8080ed,61bcf44b-c05e-4b44-8a12-115ac8542afb,Sra. Raquel Fernandes,True,68650848579.0,Casado(a),2014-08-25,01-30-2023,01-30-2023
28b5418e-1566-484a-a96b-f33b5a14774e,38b687fb-464f-4abf-838c-ea4a986ef6b5,Sarah Araújo,True,19923716259.0,Casado(a),1989-05-13,01-30-2023,01-30-2023
1c08a863-5a2a-4341-8ebc-61decfb75e41,e06c6e6f-116f-4b17-9a9e-f9bf3cc33adf,Rebeca Nascimento,True,58362850123.0,Filho(a) mais de 21 anos,1983-06-11,01-30-2023,01-30-2023
aec59998-f1e7-468c-8283-210e95b1ee5f,386b84d0-5373-4f72-9aac-0151386b7f8c,Sra. Raquel Fernandes,True,78373809022.0,Casado(a),1974-08-21,01-30-2023,01-30-2023
5b03013c-e569-4f8d-8607-1a73672814eb,c2ab8bbd-3cae-4e1e-92fd-eb0ebbec4ef3,Dra. Stephany Cardoso,True,80189310283.0,Filho(a) mais de 21 anos,1990-12-25,01-30-2023,01-30-2023
acf34659-fe7b-4a03-8d4d-63d59204046e,228869bd-bf3a-4f4f-8092-159fd03b6ca0,Maria Clara Pires,True,14400424880.0,Filho(a) menos de 21 anos,1971-10-09,01-30-2023,01-30-2023
f8e8197b-b13d-4d70-914b-16436339ee45,7ab15fdc-504d-442c-ad58-5643dc42e3c5,João Lucas Monteiro,True,64673858261.0,Filho(a) menos de 21 anos,1972-06-02,01-30-2023,01-30-2023
66ffb43b-4bd3-4f50-ab87-20cfed2ed181,7737e9d3-e8af-4eb4-b808-299ab856ce8c,Diogo Barros,True,76959103149.0,Filho(a) mais de 21 anos,1990-09-02,01-30-2023,01-30-2023
a97807ed-fc72-4675-9cac-14963c434241,799e618c-bed7-423b-a17f-58c83e8b2fc7,Yago das Neves,True,98460029250.0,Filho(a) menos de 21 anos,2022-02-05,01-30-2023,01-30-2023
820210ee-0dec-4ad9-8017-ed619cbbc146,799e618c-bed7-423b-a17f-58c83e8b2fc7,,False,,,,01-30-2023,01-30-2023
71e00b98-9b87-4ab1-9e19-63ea4ae49d3f,602514c9-5a24-472a-9854-652ffd45bd10,Raquel Viana,True,92246868580.0,Casado(a),1977-04-27,01-30-2023,01-30-2023
035eb6f2-8bb2-42e0-9df1-eadbedd1c703,f26313d3-56f6-4054-b7fb-edbc6a207e3d,Maria Luiza Peixoto,True,98474744935.0,Filho(a) menos de 21 anos,1995-08-30,01-30-2023,01-30-2023
394428f2-07c4-4db6-822d-8a18fc3c4d58,83e25006-67fb-40b5-acbb-36a6b70a2d29,Julia Lima,True,14847644193.0,Filho(a) menos de 21 anos,2013-11-28,01-30-2023,01-30-2023
5a4fe3b8-c71d-4969-b5c6-9af2f86e0690,49138ba5-9575-4d31-9d87-fa5d77ef57ed,Carlos Eduardo Farias,True,17705651760.0,Filho(a) menos de 21 anos,1974-06-29,01-30-2023,01-30-2023
ea2d9ab8-9600-48fd-8998-c92d4524b35c,9c4c72b6-ac22-4a0c-b8b9-2ee437c95f3a,Kevin Fernandes,True,64083730782.0,Casado(a),2019-11-23,01-30-2023,01-30-2023
39be590e-e1fa-4e9b-81c5-49d7d57f072c,9c4c72b6-ac22-4a0c-b8b9-2ee437c95f3a,Vitória Rezende,True,68650848579.0,Filho(a) mais de 21 anos,1996-07-01,01-30-2023,01-30-2023
71062cf4-6828-455d-bd6a-d3767dbd0acf,f5ce54be-2e26-4063-9acd-f658d599d3ce,Valentina Pinto,True,42224548891.0,Filho(a) menos de 21 anos,2020-11-26,01-30-2023,01-30-2023
9e6a1495-7775-4146-bd2a-cfe566393fab,5dfd89e3-da69-44f6-8d4a-eefff07c1aa3,Eduardo Castro,True,78491091422.0,Filho(a) menos de 21 anos,1970-06-28,01-30-2023,01-30-2023
788dff3f-2e7d-4784-98cc-ced825a041c4,2967b2fe-60e5-4a72-812e-07c61e8d9015,Rebeca Sales,True,19139214468.0,Filho(a) menos de 21 anos,1975-06-11,01-30-2023,01-30-2023
bed812ed-fa42-4465-8bca-dff56c8596fe,8b0fd736-1754-4aaa-8ca6-0302b8a8f59e,Luiza Lima,True,69715466070.0,Casado(a),1975-06-11,01-30-2023,01-30-2023
ef9f6c7f-84de-4df1-b668-22382e28e929,bcb3e23b-9411-49f8-b087-542b500caf1d,Levi Barros,True,94879729652.0,Casado(a),2020-02-12,01-30-2023,01-30-2023
165f162d-a6e8-467d-95f0-0e86e88f3b38,00b55ef2-fc14-49de-96d3-a41b0f54f886,João Gomes,True,76108785242.0,Casado(a),2010-10-18,01-30-2023,01-30-2023
42f73be4-eda0-453e-a611-7ded78e1dcf5,cc7af1e2-4d84-4483-89b6-0022aa9312b7,Paulo Gomes,True,91680031778.0,Filho(a) menos de 21 anos,2000-11-23,01-30-2023,01-30-2023
88940181-0489-4ab7-9c53-dc3a213b8e90,cc7af1e2-4d84-4483-89b6-0022aa9312b7,,False,,,,01-30-2023,01-30-2023
629e6570-7f98-4d87-a939-d58f25cacba9,c99c4907-e61f-48e3-9ffd-6f560219179c,Evelyn Jesus,True,74974972670.0,Filho(a) menos de 21 anos,2006-10-04,01-30-2023,01-30-2023
0294242b-ee23-4acf-8752-cebe251c498f,5723c59e-1c8e-47e0-a2ff-b329ed5bd164,Fernando Aragão,True,56995858831.0,Filho(a) mais de 21 anos,2021-04-12,01-30-2023,01-30-2023
dc01bec5-7aac-4e4f-9a91-9683ba6d96a2,f69747c4-588d-472b-911f-d08c9e793317,Alana da Mata,True,49874784960.0,Filho(a) mais de 21 anos,1973-02-26,01-30-2023,01-30-2023
a27f8cc4-6688-45cb-9b97-850a77106b3c,19a3c11a-2799-4691-8044-d1a69ae36b67,Vicente Novaes,True,51448141099.0,Filho(a) menos de 21 anos,2006-11-13,01-30-2023,01-30-2023
d455e529-8ef5-4d46-9728-b7c6beaa5358,0c3b3a07-5359-41a9-bdba-9c8a222f6454,Benício Melo,True,26599106525.0,Filho(a) menos de 21 anos,1998-07-25,01-30-2023,01-30-2023
cbf7f353-a568-431f-84d9-3a46cae6b9f3,5eec5212-555d-4e43-be19-1b60f898758d,Heloísa da Costa,True,59868368351.0,Filho(a) menos de 21 anos,2001-03-03,01-30-2023,01-30-2023
